statement_id,Link,Publication Date,Entities,Annual Revenue,Industry Sectors,Countries
4548,https://modernslaveryregister.gov.au/statements/4548/,9/07/2021 11:20,"['ALLIED WORLD ASSURANCE COMPANY, LTD (54 163 304 907)']",1BN+,"['Financial, insurance and real estate activities']","['Bermuda, United States of America']"
4549,https://modernslaveryregister.gov.au/statements/4549/,9/07/2021 11:34,['CMOC MINING PTY LIMITED (17 164 997 317)'],300-350M,"['Mining, metals, chemicals and resources (including oil and gas)']",['Australia']
4551,https://modernslaveryregister.gov.au/statements/4551/,9/07/2021 11:27,['OSAKA GAS AUSTRALIA PTY LTD (49 093 246 381)'],100-150M,"['Mining, metals, chemicals and resources (including oil and gas)']",['Japan']
4553,https://modernslaveryregister.gov.au/statements/4553/,9/07/2021 11:34,['TRILITY GROUP PTY LTD (39 144 522 565)'],100-150M,"['Utilities: gas, water and electricity\nConstruction, civil engineering and building products']",['Australia']
4554,https://modernslaveryregister.gov.au/statements/4554/,9/07/2021 11:47,"['ADBRI LIMITED (15 007 596 018), ADBRI MASONRY GROUP PTY LTD (14 055 701 034), ADBRI MASONRY PTY LTD (31 009 687 521), ADELAIDE BRIGHTON CEMENT LIMITED (96 007 870 199), ADELAIDE BRIGHTON MANAGEMENT LTD (82 008 144 214), COCKBURN CEMENT LIMITED (50 008 673 470), HY-TEC INDUSTRIES PTY LTD (90 070 100 702), HY-TEC INDUSTRIES (QUEENSLAND) PTY LTD (54 102 801 061), K.C. MAWSON PROPRIETARY LIMITED (71 004 526 710), PREMIER RESOURCES LIMITED (91 082 015 450), SCREENINGS PROPRIETARY LIMITED (31 007 558 894)']",1BN+,"['Construction, civil engineering and building products']",['Australia']
4556,https://modernslaveryregister.gov.au/statements/4556/,9/07/2021 11:35,['SEALED AIR AUSTRALIA (HOLDINGS) PTY LIMITED (74 102 261 307)'],450-500M,"['Forestry, timber products, paper and containers and packaging']",['United States of America']
4557,https://modernslaveryregister.gov.au/statements/4557/,9/07/2021 11:19,['PPG INDUSTRIES AUSTRALIA PTY LIMITED (82 055 500 939)'],500-600M,['Other'],['United States of America']
4560,https://modernslaveryregister.gov.au/statements/4560/,9/07/2021 11:01,"['CK WILLIAM AUSTRALIA BIDCO PTY LTD (30 613 693 182), CK WILLIAM AUSTRALIA HOLDINGS PTY LTD (14 613 690 243), DUET COMPANY PTY LIMITED (93 163 100 061), The Trustee for DIVERSIFIED UTILITY AND ENERGY TRUST 1 (83 495 791 796), The Trustee for DIVERSIFIED UTILITY AND ENERGY TRUST 2 (85 482 841 876)']",1BN+,"['Utilities: gas, water and electricity']","['Australia, Hong Kong']"
4561,https://modernslaveryregister.gov.au/statements/4561/,9/07/2021 11:34,['MEDECINS SANS FRONTIERES AUSTRALIA (74 068 758 654)'],100-150M,['Charitable / not-for-profit activities'],['Australia']
4564,https://modernslaveryregister.gov.au/statements/4564/,10/08/2021 11:46,"['AUSTRALIAN GUARDING SERVICES PTY LTD (85 096 657 528), SECURECLEAN (NSW) PTY LTD (85 168 152 092), SECURECLEAN PTY LTD (57 080 069 763), Secureclean (QLD) Pty Ltd (49 155 088 261), SECURECLEAN (SA) PTY LTD (77 168 152 056), SECURECLEAN (TAS) PTY LTD (42 168 151 915), SECURECLEAN (WA) PTY LTD (73 168 152 038), SECURECORP (NSW) PTY LTD (95 108 335 235), Securecorp (NT) Pty Ltd (99 122 842 353), SECURECORP PROTECTIVE SERVICES PTY LTD (43 127 456 704), Securecorp Pty Ltd (40 128 998 649), SECURECORP (QLD) PTY LTD (76 108 335 155), SECURECORP RISK MANAGEMENT SERVICES PTY LTD (95 108 335 299), Securecorp (SA) Pty Ltd (83 121 539 428), Securecorp (Tasmania) Pty Ltd (51 122 841 338), SECURECORP (VIC) PTY LTD (27 108 335 324), Securecorp (WA) Pty Ltd (49 122 841 329), SECURE ELECTRONIC SERVICES PTY LTD (72 138 851 984), SECURE GROUP MANAGEMENT PTY LTD (35 108 400 586), SECUREMETRO CLEANING SERVICES PTY LTD (52 167 816 695), SECUREMETRO PTY LTD (32 103 100 214), SECUREMONITORING PTY LTD (56 124 328 963), SECURETRAINING PTY LTD (67 083 859 447)']",1BN+,['Cleaning and security services'],['Australia']
4566,https://modernslaveryregister.gov.au/statements/4566/,9/07/2021 11:27,['WISDOM PROPERTIES GROUP PTY LTD (82 089 425 829)'],150-200M,"['Construction, civil engineering and building products']",['Australia']
4568,https://modernslaveryregister.gov.au/statements/4568/,9/07/2021 11:43,['OOH!MEDIA LIMITED (69 602 195 380)'],400-450M,"['Media, publishing, arts and entertainment']",['Australia']
4569,https://modernslaveryregister.gov.au/statements/4569/,9/07/2021 11:01,"['CCCI AUSTRALIA PTY LTD (95 603 555 988), JOHN HOLLAND GROUP PTY LTD (37 050 242 147), JOHN HOLLAND HOLDINGS PTY LTD (57 603 659 007), JOHN HOLLAND PTY LTD (11 004 282 268), JOHN HOLLAND QUEENSLAND PTY LTD (67 133 069 280), JOHN HOLLAND RAIL PTY LTD (61 009 252 653)']",1BN+,"['Construction, civil engineering and building products']",['Australia']
4570,https://modernslaveryregister.gov.au/statements/4570/,9/07/2021 11:44,['TETRA PAK MARKETING PTY. LTD. (25 050 612 274)'],150-200M,"['Food and beverages, agriculture and fishing\nForestry, timber products, paper and containers and packaging\nAutomotive, machinery and heavy electrical equipment']",['Australia']
4571,https://modernslaveryregister.gov.au/statements/4571/,9/07/2021 11:43,['GMA GARNET PTY LTD (72 009 344 227)'],100-150M,"['Mining, metals, chemicals and resources (including oil and gas)']",['Australia']
4573,https://modernslaveryregister.gov.au/statements/4573/,9/07/2021 11:44,['NORTHWEST HEALTHCARE AUSTRALIAN PROPERTY LIMITED (47 083 065 034)'],100-150M,"['Financial, insurance and real estate activities']",['Australia']
4574,https://modernslaveryregister.gov.au/statements/4574/,9/07/2021 11:44,"['MERCK PTY LTD (80 001 239 818), SIGMA-ALDRICH OCEANIA PTY LTD (29 112 895 708), SIGMA-ALDRICH PTY. LIMITED (66 051 627 831)']",100-150M,"['Mining, metals, chemicals and resources (including oil and gas)']",['Germany']
4575,https://modernslaveryregister.gov.au/statements/4575/,9/07/2021 11:45,['SAMSUNG ELECTRONICS AUSTRALIA PTY LTD (63 002 915 648)'],1BN+,"['Durable consumer goods, including electronics and appliances, home furnishings and other accessories']",['Australia']
4576,https://modernslaveryregister.gov.au/statements/4576/,9/07/2021 11:45,"['DEUTSCHE POST GLOBAL MAIL (AUSTRALIA) PTY LTD (38 093 118 346), DHL EXPRESS (AUSTRALIA) PTY LTD (62 001 112 929), DHL GLOBAL FORWARDING (AUSTRALIA) PTY LTD (62 002 636 124), DHL SUPPLY CHAIN (AUSTRALIA) PTY LIMITED (85 071 798 617)']",1BN+,"['Transportation, logistics, and storage']",['Germany']
4577,https://modernslaveryregister.gov.au/statements/4577/,10/08/2021 12:02,['POSCO AUSTRALIA PTY LTD (54 002 062 160)'],100-150M,"['Mining, metals, chemicals and resources (including oil and gas)']",['Republic of Korea (South Korea)']
4578,https://modernslaveryregister.gov.au/statements/4578/,10/08/2021 12:01,['SAMSUNG C&T CORPORATION (49 160 079 470)'],400-450M,"['Construction, civil engineering and building products']",['Republic of Korea (South Korea)']
4579,https://modernslaveryregister.gov.au/statements/4579/,9/07/2021 11:45,['MERCK HEALTHCARE PTY LTD (72 006 900 830)'],100-150M,['Healthcare and pharmaceuticals'],['Germany']
4582,https://modernslaveryregister.gov.au/statements/4582/,10/01/2022 15:42,['A.W. EDWARDS PTY LTD (76 000 045 849)'],250-300M,"['Construction, civil engineering and building products']",['Australia']
4587,https://modernslaveryregister.gov.au/statements/4587/,9/07/2021 11:19,['JINKO SOLAR AUSTRALIA HOLDINGS CO. PTY LTD (93 154 662 889)'],150-200M,['Other'],['China']
4588,https://modernslaveryregister.gov.au/statements/4588/,9/07/2021 11:02,"['EMEIS COSMETICS PTY. LTD. (56 007 409 001), EMEIS HOLDINGS PTY LTD (81 097 023 544)']",600-700M,['Cosmetics and toiletries'],['Australia']
4591,https://modernslaveryregister.gov.au/statements/4591/,9/07/2021 11:46,['LEGO AUSTRALIA PTY LTD (42 001 540 914)'],400-450M,['Other'],['Denmark']
4594,https://modernslaveryregister.gov.au/statements/4594/,9/07/2021 11:46,['Brightstar Logistics Pty Limited (58 111 399 752)'],700-800M,"['Durable consumer goods, including electronics and appliances, home furnishings and other accessories\nTransportation, logistics, and storage']",['Australia']
4595,https://modernslaveryregister.gov.au/statements/4595/,9/07/2021 11:05,['CAPRAL LIMITED (78 004 213 692)'],400-450M,"['Mining, metals, chemicals and resources (including oil and gas)\nConstruction, civil engineering and building products']",['Australia']
4599,https://modernslaveryregister.gov.au/statements/4599/,7/12/2021 9:04,['BOEHRINGER INGELHEIM PTY LTD (52 000 452 308)'],500-600M,['Healthcare and pharmaceuticals'],"['Australia, Germany']"
4605,https://modernslaveryregister.gov.au/statements/4605/,9/07/2021 11:00,"['ACELIGHT PTY. LIMITED (28 084 303 444), ANOTERO PTY LIMITED (96 618 503 674), AZSA HOLDINGS PTY LIMITED (51 082 714 770), CADELAN PTY LTD, COPPER REFINERIES PTY. LTD. (12 009 676 975), CUMNOCK COAL PTY LTD (32 051 493 602), CUMNOCK NO. 1 COLLIERY PTY LIMITED (18 051 932 122), ENEX FOYDELL PTY LIMITED (42 008 035 569), ENEX LIDDELL PTY LIMITED (36 003 383 275), ENEX OAKBRIDGE PTY LIMITED (45 097 590 479), ENEX ULAN PTY LIMITED (47 000 956 570), ERNEST HENRY MINING PTY LTD (18 008 495 574), GABUME PTY. LIMITED (80 003 920 492), GLENCORE AUSTRALIA OIL PTY LIMITED (35 605 939 080), GLENCORE COAL ASSETS QUEENSLAND PTY LIMITED (69 106 690 019), GLENCORE COAL HOLDINGS PTY LIMITED (89 101 355 864), GLENCORE COAL INVESTMENTS AUSTRALIA PTY LIMITED (14 082 271 912), GLENCORE COAL (NSW) PTY LIMITED (18 097 523 058), GLENCORE COAL PTY LIMITED (18 082 271 930), GLENCORE COAL SALES PTY LIMITED (45 097 132 306), GLENCORE HOLDINGS PTY LIMITED (41 104 160 689), Glencore Investment Pty Limited (67 154 042 636), GLENCORE OPERATIONS AUSTRALIA PTY LIMITED (40 128 115 140), GLENMURRIN PTY LIMITED (50 076 684 396), GLIDECO PTY LIMITED, GS COAL HOLDINGS PTY LTD (56 166 342 427), GS COAL PTY LTD (62 166 342 454), HAIL CREEK COAL HOLDINGS PTY LIMITED (71 625 050 722), HELIOS AUSTRALIA PTY LIMITED (30 094 995 755), HELIOS HAWK PTY LTD (13 616 249 471), HV COKING COAL PTY LIMITED (45 605 492 804), HVO COAL SALES PTY LTD (33 606 478 531), ISOKIND PTY. LIMITED (99 081 732 498), JONSHA PTY LIMITED (75 085 433 935), MANGOOLA COAL OPERATIONS PTY LIMITED (54 127 535 755), MCARTHUR RIVER MINING PTY. LTD. (90 008 167 815), MIDAS HAWK PTY LTD (39 614 114 395), MINARA RESOURCES PTY LTD (23 060 370 783), MOUNT ISA MINES LIMITED (87 009 661 447), MT OWEN PTY LIMITED (83 003 827 361), NC COAL COMPANY PTY LIMITED (71 079 862 936), NICIAS INVESTMENTS PTY LTD (45 166 342 383), NORANDA PACIFIC NO 2 PTY LIMITED, NORANDA PACIFIC PTY LIMITED (65 006 864 802), OAKBRIDGE PTY LIMITED (67 000 230 419), OAKY CREEK HOLDINGS PTY LIMITED (31 128 109 062), ROLLESTON COAL HOLDINGS PTY LIMITED (69 098 156 702), SAXONVALE COAL PTY. LIMITED (83 003 526 467), THE NEWCASTLE WALLSEND COAL CO PTY LTD (85 000 245 901)']",1BN+,"['Mining, metals, chemicals and resources (including oil and gas)']",['Australia']
4606,https://modernslaveryregister.gov.au/statements/4606/,9/07/2021 11:20,['INOVA PHARMACEUTICALS (AUSTRALIA) PTY LIMITED (13 617 871 539)'],200-250M,['Healthcare and pharmaceuticals'],['Singapore']
4618,https://modernslaveryregister.gov.au/statements/4618/,2/07/2021 14:24,['SUNTORY COFFEE AUSTRALIA LIMITED (49 000 254 660)'],100-150M,"['Food and beverages, agriculture and fishing']",['Australia']
4619,https://modernslaveryregister.gov.au/statements/4619/,10/08/2021 12:05,"['METLIFE GENERAL INSURANCE LIMITED (64 004 195 895), METLIFE INSURANCE LIMITED (75 004 274 882), Metlife Investments Pty Limited (82 114 581 092), The Direct Call Centre Pty Limited (36 147 306 090)']",800-900M,"['Financial, insurance and real estate activities']",['Australia']
4620,https://modernslaveryregister.gov.au/statements/4620/,25/10/2021 16:46,['CLARKE ENERGY (AUSTRALIA) PTY. LTD. (20 086 492 935)'],100-150M,"['Mining, metals, chemicals and resources (including oil and gas)\nUtilities: gas, water and electricity\nConstruction, civil engineering and building products']",['Australia']
4621,https://modernslaveryregister.gov.au/statements/4621/,9/07/2021 11:47,['FEDERATION UNIVERSITY AUSTRALIA (51 818 692 256)'],300-350M,['Education and research'],['Australia']
4624,https://modernslaveryregister.gov.au/statements/4624/,25/08/2021 15:34,['Western Union Financial Services (Australia) Pty Ltd (77 082 272 773)'],100-150M,"['Financial, insurance and real estate activities']",['Australia']
4625,https://modernslaveryregister.gov.au/statements/4625/,9/07/2021 11:17,['HYUNDAI MOTOR COMPANY AUSTRALIA PTY LIMITED (58 008 995 588)'],1BN+,"['Automotive, machinery and heavy electrical equipment']",['Australia']
4627,https://modernslaveryregister.gov.au/statements/4627/,9/07/2021 11:02,['AIR LIQUIDE AUSTRALIA LIMITED (57 004 385 782)'],300-350M,"['Mining, metals, chemicals and resources (including oil and gas)\nHealthcare and pharmaceuticals']",['Australia']
4629,https://modernslaveryregister.gov.au/statements/4629/,9/07/2021 11:23,"['J.P. MORGAN ADMINISTRATIVE SERVICES AUSTRALIA LIMITED (32 001 531 586), J. P. MORGAN AUSTRALIA GROUP PTY LIMITED (54 104 888 155), JPMORGAN CHASE BANK, NATIONAL ASSOCIATION (43 074 112 011), J.P. MORGAN SECURITIES AUSTRALIA LIMITED (61 003 245 234)']",1BN+,"['Financial, insurance and real estate activities']",['United States of America']
4630,https://modernslaveryregister.gov.au/statements/4630/,9/07/2021 11:16,['FUCHS LUBRICANTS (AUSTRALASIA) PTY LTD (88 005 681 916)'],250-300M,"['Mining, metals, chemicals and resources (including oil and gas)']",['Australia']
4634,https://modernslaveryregister.gov.au/statements/4634/,9/07/2021 11:18,"['Bridgewater Associates, LP']",1BN+,"['Financial, insurance and real estate activities']",['United States of America']
4635,https://modernslaveryregister.gov.au/statements/4635/,9/07/2021 11:02,['ABN AMRO BANK N.V. (70 744 009 137)'],1BN+,"['Financial, insurance and real estate activities']",['Netherlands']
4636,https://modernslaveryregister.gov.au/statements/4636/,9/07/2021 11:18,['MASTERTON CORPORATION HOLDING COMPANY PTY LIMITED (56 055 692 825)'],200-250M,"['Construction, civil engineering and building products']",['Australia']
4641,https://modernslaveryregister.gov.au/statements/4641/,9/07/2021 11:47,['TETRA TECH COFFEY HOLDING PTY LIMITED (46 611 080 534)'],150-200M,['Other'],['Australia']
4646,https://modernslaveryregister.gov.au/statements/4646/,9/07/2021 11:46,['UNIVERSITY OF SOUTH AUSTRALIA (37 191 313 308)'],600-700M,['Education and research'],['Australia']
4647,https://modernslaveryregister.gov.au/statements/4647/,9/07/2021 11:16,['PROSEGUR AUSTRALIA HOLDINGS PTY LIMITED (44 166 656 739)'],100-150M,"['Transportation, logistics, and storage\nFinancial, insurance and real estate activities']",['Spain']
4648,https://modernslaveryregister.gov.au/statements/4648/,10/08/2021 11:52,"['BANK OF COMMUNICATIONS CO., LTD. (74 137 909 963)']",250-300M,"['Financial, insurance and real estate activities']",['China']
4649,https://modernslaveryregister.gov.au/statements/4649/,9/07/2021 11:16,"['DELL AUSTRALIA PTY LIMITED (46 003 855 561), EMC GLOBAL HOLDINGS COMPANY (86 699 010 685)']",1BN+,['Information technology and telecommunication'],['Australia']
4650,https://modernslaveryregister.gov.au/statements/4650/,9/07/2021 11:16,['FLUOR AUSTRALIA PTY LTD (28 004 511 942)'],1BN+,"['Mining, metals, chemicals and resources (including oil and gas)\nConstruction, civil engineering and building products']",['United States of America']
4652,https://modernslaveryregister.gov.au/statements/4652/,9/07/2021 11:08,"['CUSHMAN & WAKEFIELD PTY LTD (77 074 196 991), DTZ AUS BIDCO PTY LTD (31 169 965 995), DTZ AUS HOLDCO PTY LTD (36 602 106 936)']",1BN+,"['Financial, insurance and real estate activities\nProfessional and administrative services and supplies, including legal, consulting and accounting services']",['Australia']
4654,https://modernslaveryregister.gov.au/statements/4654/,9/07/2021 11:51,"['ICHTHYS LNG PTY LTD (42 150 217 299), INPEX ALPHA LTD (34 003 730 756), INPEX Australia Pty Ltd (79 134 715 254), INPEX HOLDINGS AUSTRALIA PTY LTD (61 150 217 315), INPEX ICHTHYS PTY LTD (46 150 217 253), INPEX OIL & GAS AUSTRALIA PTY LTD (37 155 960 151), INPEX OPERATIONS AUSTRALIA PTY LTD (48 150 217 262)']",1BN+,"['Mining, metals, chemicals and resources (including oil and gas)']",['Japan']
4655,https://modernslaveryregister.gov.au/statements/4655/,9/07/2021 11:27,['RP DATA PTY LTD (67 087 759 171)'],150-200M,"['Information technology and telecommunication\nFinancial, insurance and real estate activities']",['Australia']
4656,https://modernslaveryregister.gov.au/statements/4656/,9/07/2021 11:14,['THE UNIVERSITY OF NEWCASTLE (15 736 576 735)'],800-900M,['Education and research'],['Australia']
4658,https://modernslaveryregister.gov.au/statements/4658/,9/07/2021 11:27,['CARDTRONICS AUSTRALASIA PTY LTD (87 097 550 519)'],0-99M,"['Financial, insurance and real estate activities']",['United Kingdom']
4659,https://modernslaveryregister.gov.au/statements/4659/,9/07/2021 11:46,['OJI OCEANIA MANAGEMENT (AUS) PTY LTD (52 169 111 362)'],100-150M,['Other'],['New Zealand']
4661,https://modernslaveryregister.gov.au/statements/4661/,9/07/2021 11:42,['AAPC LIMITED (87 009 175 820)'],600-700M,"['Consumer services, including accommodation, hospitality, tourism and leisure']",['Australia']
4666,https://modernslaveryregister.gov.au/statements/4666/,9/07/2021 11:24,['GRANT THORNTON AUSTRALIA LIMITED (41 127 556 389)'],250-300M,"['Professional and administrative services and supplies, including legal, consulting and accounting services']",['Australia']
4668,https://modernslaveryregister.gov.au/statements/4668/,9/07/2021 11:01,['HUAWEI TECHNOLOGIES (AUSTRALIA) PTY LTD (49 103 793 380)'],350-400M,['Information technology and telecommunication'],['China']
4672,https://modernslaveryregister.gov.au/statements/4672/,9/07/2021 11:02,"['LOCKHEED MARTIN AUSTRALIA PTY LIMITED (30 008 425 509), SIKORSKY AIRCRAFT AUSTRALIA LTD (82 003 031 909)']",500-600M,['Defence and aerospace\nOther'],['Australia']
4674,https://modernslaveryregister.gov.au/statements/4674/,9/07/2021 11:02,['INFOR GLOBAL SOLUTIONS (ANZ) PTY LIMITED (25 003 538 314)'],1BN+,['Information technology and telecommunication'],['Australia']
4676,https://modernslaveryregister.gov.au/statements/4676/,9/07/2021 11:05,"['The Trustee for Waypoint REIT Trust (96 745 747 163), WAYPOINT REIT LIMITED (35 612 986 517)']",600-700M,"['Financial, insurance and real estate activities']",['Australia']
4677,https://modernslaveryregister.gov.au/statements/4677/,9/07/2021 11:00,['OPTIVER AUSTRALIA HOLDINGS PTY LIMITED (35 077 364 286)'],1BN+,"['Financial, insurance and real estate activities']",['Australia']
4678,https://modernslaveryregister.gov.au/statements/4678/,9/07/2021 10:55,"['MITSUI MATSUSHIMA AUSTRALIA PTY. LIMITED (62 050 054 398), Mitsui Matsushima International Pty. Limited (72 100 874 600)']",200-250M,"['Mining, metals, chemicals and resources (including oil and gas)']",['Australia']
4679,https://modernslaveryregister.gov.au/statements/4679/,9/07/2021 10:55,['De Lage Landen Pty Limited (20 101 692 040)'],250-300M,"['Financial, insurance and real estate activities']",['Netherlands']
4681,https://modernslaveryregister.gov.au/statements/4681/,9/07/2021 11:00,"['ACHA FPH PROPERTY PTY LTD (13 068 752 214), ADELAIDE COMMUNITY HEALTHCARE ALLIANCE INCORPORATED (99 367 793 956)']",300-350M,['Healthcare and pharmaceuticals'],['Australia']
4683,https://modernslaveryregister.gov.au/statements/4683/,9/07/2021 10:56,"['ABIGROUP LTD (63 000 358 467), ACCIONA CEI AUSTRALIA FINANCE PTY LTD (18 122 363 295), ACCIONA CEI AUSTRALIA HOLDINGS PTY LIMITED (50 147 880 966), ACCIONA CEI AUSTRALIA PTY LTD (52 106 594 816), ACCIONA CONSTRUCTION AUSTRALIA PTY LTD (66 618 030 872), ACCIONA CONSTRUCTION HOLDINGS PTY LTD (59 114 553 454), ACCIONA GEOTECH HOLDING PTY LTD (99 616 868 314), ACCIONA INFRASTRUCTURE ASIA PACIFIC PTY LTD (19 609 210 139), ACCIONA INFRASTRUCTURE AUSTRALIA PTY LTD (52 140 915 251), ACCIONA INFRASTRUCTURE PROJECTS AUSTRALIA PTY LTD (40 000 201 516), Coleman Rail Pty Ltd (81 101 299 512), Geotech Holdco Pty Ltd, GEOTECH PTY LTD (94 114 336 515), JOHN BEEVER (AUST.) PTY. LIMITED (84 006 337 113)']",1BN+,"['Construction, civil engineering and building products']",['Australia']
4685,https://modernslaveryregister.gov.au/statements/4685/,9/07/2021 10:56,['AGTRADE HOLDINGS PTY LTD (97 627 070 606)'],450-500M,"['Food and beverages, agriculture and fishing']",['Australia']
4689,https://modernslaveryregister.gov.au/statements/4689/,9/07/2021 11:11,['UNIVERSITY OF WESTERN AUSTRALIA (37 882 817 280)'],900M-1BN,['Education and research'],['Australia']
4690,https://modernslaveryregister.gov.au/statements/4690/,9/07/2021 10:56,['ELI LILLY AUSTRALIA PTY LTD (39 000 233 992)'],200-250M,['Healthcare and pharmaceuticals'],['Australia']
4691,https://modernslaveryregister.gov.au/statements/4691/,9/07/2021 11:55,"['ACN 005 279 890 PTY LTD (24 005 279 890), JLT RISK SOLUTIONS PTY LTD (69 009 098 864), MARSH MERCER HOLDINGS (AUSTRALIA) PTY LTD (86 097 026 812), MARSH PTY LTD (86 004 651 512), MERCER (AUSTRALIA) PTY LTD (32 005 315 917), MERCER INVESTMENTS (AUSTRALIA) LIMITED (66 008 612 397), MERCER OUTSOURCING (AUSTRALIA) PTY LTD (83 068 908 912), MERCER SUPERANNUATION (AUSTRALIA) LIMITED (79 004 717 533), MMC HOLDINGS (AUSTRALIA) PTY LTD (41 607 891 207), The Trustee for Mercer DG (Ex P) Trust (28 601 175 622), The Trustee for Mercer SmartPath Fund 1959 - 1963 (85 492 305 792), The Trustee for Mercer SmartPath Fund 1964 - 1968 (79 490 967 456), The Trustee for Mercer SmartPath Fund 1969 - 1973 (64 249 900 260), THE TRUSTEE FOR MERCER SMARTPATH FUND 1974 - 1978 (73 876 437 174), The Trustee for MERCER SUPER TRUST (19 905 422 981), The Trustee for Mercer Tailored #1 Trust (71 799 340 037)']",1BN+,"['Financial, insurance and real estate activities\nProfessional and administrative services and supplies, including legal, consulting and accounting services']",['Australia']
4699,https://modernslaveryregister.gov.au/statements/4699/,9/07/2021 11:00,['KELLOGG BROWN & ROOT PTY LTD (91 007 660 317)'],450-500M,"['Mining, metals, chemicals and resources (including oil and gas)\nUtilities: gas, water and electricity\nConstruction, civil engineering and building products\nDefence and aerospace\nOther']","['Australia, United States of America']"
4701,https://modernslaveryregister.gov.au/statements/4701/,9/07/2021 11:03,"['BNT HOLDCO PTY LIMITED (49 129 156 921), BRAS N THINGS PTY LTD (69 072 187 270), HANES AUSTRALASIA PTY LTD (64 106 773 059), HANES AUSTRALIA PTY LTD (56 098 704 646), HANES HOLDINGS AUSTRALASIA PTY LTD (82 107 285 049), HANES INNERWEAR AUSTRALIA PTY LTD (40 098 742 655), HBI HOLDINGS AUSTRALASIA PTY LTD (52 612 185 476), SHERIDAN AUSTRALIA PTY LIMITED (89 094 091 380)']",1BN+,"['Fashion, textiles, apparel and luxury goods']",['Australia']
4702,https://modernslaveryregister.gov.au/statements/4702/,9/07/2021 11:02,['TRELLEBORG HOLDINGS AUSTRALIA PTY LTD (49 096 223 568)'],100-150M,"['Construction, civil engineering and building products']","['Australia, Sweden']"
4704,https://modernslaveryregister.gov.au/statements/4704/,9/07/2021 11:02,['AUSTRAL FISHERIES PTY LTD (71 008 989 982)'],100-150M,"['Food and beverages, agriculture and fishing']",['Australia']
4707,https://modernslaveryregister.gov.au/statements/4707/,9/07/2021 10:57,['LG ELECTRONICS AUSTRALIA PTY LIMITED (98 064 531 264)'],900M-1BN,"['Durable consumer goods, including electronics and appliances, home furnishings and other accessories']",['Republic of Korea (South Korea)']
4708,https://modernslaveryregister.gov.au/statements/4708/,9/07/2021 11:02,"['EATON ELECTRICAL (AUSTRALIA) PTY LTD (77 000 050 644), Eaton Industries Pty Ltd (66 103 014 571)']",150-200M,"['Automotive, machinery and heavy electrical equipment\nUtilities: gas, water and electricity\nConstruction, civil engineering and building products\nTransportation, logistics, and storage']",['Ireland']
4709,https://modernslaveryregister.gov.au/statements/4709/,9/07/2021 10:57,"['AVERY PRODUCTS PTY LTD (38 000 065 065), CCL LABEL (VIC) PTY LTD (69 006 191 251), CCL SECURE (HOLDING) PTY LTD (91 161 651 421), CCL SECURE PTY LTD (13 072 353 452), CHECKPOINT SYSTEMS (AUST/NZ) PTY LIMITED (18 060 340 721), CLEAR IMAGE LABELS PTY LTD (74 074 246 307), INNOVIA FILMS (ASIA PACIFIC) PTY LTD (96 007 415 714), Innovia Films (Holding) Pty Ltd (29 111 098 232), STUCK ON YOU HOLDINGS PTY LTD (12 163 866 902), STUCK ON YOU TRADING PTY LTD (70 163 867 141), SYRINX AUSTRALIA PTY LTD (50 130 046 267)']",500-600M,['Other'],['Canada']
4710,https://modernslaveryregister.gov.au/statements/4710/,9/07/2021 11:03,['UACJ AUSTRALIA PTY. LIMITED (82 005 579 840)'],100-150M,"['Mining, metals, chemicals and resources (including oil and gas)']",['Japan']
4713,https://modernslaveryregister.gov.au/statements/4713/,9/07/2021 11:02,['CHOBANI PTY LTD (53 096 731 467)'],150-200M,"['Food and beverages, agriculture and fishing']","['Australia, United States of America']"
4714,https://modernslaveryregister.gov.au/statements/4714/,9/07/2021 10:59,['WPP AUNZ LTD (84 001 657 370)'],600-700M,"['Media, publishing, arts and entertainment']",['Australia']
4715,https://modernslaveryregister.gov.au/statements/4715/,24/09/2021 10:58,"['DOF Management Australia Pty Ltd (29 147 653 629), DOF SUBSEA AUSTRALIA PTY LTD (53 083 000 239)']",0-99M,"['Mining, metals, chemicals and resources (including oil and gas)']","['Australia, Norway']"
4717,https://modernslaveryregister.gov.au/statements/4717/,9/07/2021 11:14,['EDITH COWAN UNIVERSITY (54 361 485 361)'],450-500M,['Education and research'],['Australia']
4719,https://modernslaveryregister.gov.au/statements/4719/,9/07/2021 10:58,"['GLAD CLEANING SERVICE PTY. LTD. (43 054 617 891), GLAD GROUP PTY LTD (62 092 928 115), GLAD MAINTENANCE PTY. LTD. (85 127 522 481), GLAD SECURITY PTY. LTD. (99 122 097 590), MUTUAL CLEANING & MAINTENANCE PTY. LTD. (53 006 516 810)']",0-99M,['Cleaning and security services'],['Australia']
4720,https://modernslaveryregister.gov.au/statements/4720/,9/07/2021 11:52,"[""BELLAMY'S AUSTRALIA LIMITED (37 124 272 108), BELLAMY'S ORGANIC PTY LTD (11 125 461 903), BRIGHT TREASURE PTY LTD (18 636 561 432), WISE JOURNEY PTY LTD (12 636 561 469)""]",800-900M,"['Food and beverages, agriculture and fishing']",['Australia']
4724,https://modernslaveryregister.gov.au/statements/4724/,9/07/2021 10:59,['AVEO GROUP LIMITED (28 010 729 950)'],350-400M,"['Financial, insurance and real estate activities\nOther']",['Australia']
4725,https://modernslaveryregister.gov.au/statements/4725/,10/08/2021 11:52,['INGRAM MICRO PTY LTD (45 112 487 966)'],1BN+,['Information technology and telecommunication'],['Australia']
